municipality_code,municipality_name,prefecture,account_name,friends_count,population,registration_rate,population_category,line_url,updated_at
,酒々井町,千葉県,酒々井町,2116.0,20120.0,10.52,町,https://page.line.me/shisui_town,2025-12-03
,栄町,千葉県,千葉県栄町,8659.0,19269.0,44.94,町,https://page.line.me/sakae_town,2025-12-03
,神崎町,千葉県,神崎町,1336.0,5497.0,24.3,町,https://page.line.me/kozaki_town,2025-12-03
,多古町,千葉県,多古町,5273.0,12508.0,42.16,町,https://page.line.me/tako_town,2025-12-03
,東庄町,千葉県,東庄町,1453.0,11955.0,12.15,町,https://page.line.me/tonosho_town,2025-12-03
,九十九里町,千葉県,九十九里町,1911.0,12978.0,14.72,町,https://page.line.me/kujukuri_town,2025-12-03
,横芝光町,千葉県,横芝光町,728.0,20575.0,3.54,町,https://page.line.me/yokoshibahikari,2025-12-03
,睦沢町,千葉県,睦沢町,555.0,6282.0,8.83,町,https://page.line.me/mutsuzawa-line,2025-12-03
,長生村,千葉県,千葉県長生村,3168.0,12896.0,24.57,村,https://page.line.me/chosei,2025-12-03
,白子町,千葉県,白子町,894.0,9580.0,9.33,町,https://page.line.me/shirako.town,2025-12-03
,長柄町,千葉県,長柄町役場,813.0,6070.0,13.39,町,https://page.line.me/nagara-town,2025-12-03
,長南町,千葉県,長南町役場,1078.0,6381.0,16.89,町,https://page.line.me/chonan-town,2025-12-03
,鋸南町,千葉県,鋸南町,1862.0,6089.0,30.58,町,https://page.line.me/kyonanmachi,2025-12-03
,東京都,東京都,東京都,2894250.0,14273066.0,20.28,都道府県,https://page.line.me/tokyoto,2025-12-03
,千代田区,東京都,千代田区,23855.0,68903.0,34.62,市,https://page.line.me/chiyoda_city,2025-12-03
,中央区,東京都,中央区,19420.0,188986.0,10.28,市,https://page.line.me/tokyochuo.city,2025-12-03
,港区,東京都,東京都港区,41667.0,270588.0,15.4,市,https://page.line.me/minatocity,2025-12-03
,新宿区,東京都,新宿区,16627.0,360787.0,4.61,市,https://page.line.me/shinjukucity,2025-12-03
,文京区,東京都,文京区,35933.0,249872.0,14.38,市,https://page.line.me/bunkyocity,2025-12-03
,台東区,東京都,台東区,16801.0,225769.0,7.44,市,https://page.line.me/taito_city,2025-12-03
,墨田区,東京都,墨田区,15186.0,285361.0,5.32,市,https://page.line.me/sumida_city,2025-12-03
,江東区,東京都,江東区,77883.0,541389.0,14.39,市,https://page.line.me/city_koto,2025-12-03
,品川区,東京都,品川区,61143.0,430655.0,14.2,市,https://page.line.me/shinagawa_city,2025-12-03
,目黒区,東京都,目黒区,193379.0,288713.0,66.98,市,https://page.line.me/meguro_city,2025-12-03
,大田区,東京都,大田区,43427.0,757230.0,5.73,市,https://page.line.me/otacity,2025-12-03
,世田谷区,東京都,世田谷区,106606.0,950540.0,11.22,市,https://page.line.me/setagayacity,2025-12-03
,渋谷区,東京都,渋谷区,136875.0,244742.0,55.93,市,https://page.line.me/shibuyacity,2025-12-03
,中野区,東京都,中野区,20929.0,353922.0,5.91,市,https://page.line.me/nakanoku,2025-12-03
,杉並区,東京都,杉並区,43189.0,599195.0,7.21,市,https://page.line.me/suginamicity,2025-12-03
,豊島区,東京都,豊島区,19065.0,311011.0,6.13,市,https://page.line.me/city_toshima,2025-12-03
,北区,東京都,東京都北区,25087.0,369043.0,6.8,市,https://page.line.me/kitacity,2025-12-03
,荒川区,東京都,荒川区,16707.0,225695.0,7.4,市,https://page.line.me/arakawaku,2025-12-03
,板橋区,東京都,板橋区,33651.0,597150.0,5.64,市,https://page.line.me/itabashi,2025-12-03
,練馬区,東京都,練馬区,47453.0,761999.0,6.23,市,https://page.line.me/nerimacity,2025-12-03
,足立区,東京都,足立区,79330.0,706352.0,11.23,市,https://page.line.me/adachicity,2025-12-03
,葛飾区,東京都,葛飾区,26774.0,461493.0,5.8,市,https://page.line.me/katsushika_city,2025-12-03
,江戸川区,東京都,江戸川区,29758.0,698249.0,4.26,市,https://page.line.me/edogawa_city,2025-12-03
,八王子市,東京都,東京都八王子市,40714.0,576747.0,7.06,市,https://page.line.me/hachioji_city,2025-12-03
,立川市,東京都,立川市,21013.0,186487.0,11.27,市,https://page.line.me/tachikawa_tokyo,2025-12-03
,武蔵野市,東京都,武蔵野市,28281.0,150683.0,18.77,市,https://page.line.me/musashinocity,2025-12-03
,三鷹市,東京都,三鷹市,12250.0,196482.0,6.23,市,https://page.line.me/mitaka_tokyo,2025-12-03
,青梅市,東京都,青梅市,52790.0,129922.0,40.63,市,https://page.line.me/omecity,2025-12-03
,府中市,東京都,府中市,37425.0,264725.0,14.14,市,https://page.line.me/fuchu_city,2025-12-03
,昭島市,東京都,昭島市,9113.0,116285.0,7.84,市,https://page.line.me/akishimacity,2025-12-03
,調布市,東京都,調布市,35535.0,245875.0,14.45,市,https://page.line.me/chofucity,2025-12-03
,町田市,東京都,東京都町田市,94249.0,432409.0,21.8,市,https://page.line.me/tokyo_machida,2025-12-03
,小金井市,東京都,小金井市,10294.0,128458.0,8.01,市,https://page.line.me/koganeicity,2025-12-03
,小平市,東京都,小平市,14256.0,200849.0,7.1,市,https://page.line.me/kodairacity,2025-12-03
,日野市,東京都,日野市,41754.0,192585.0,21.68,市,https://page.line.me/hinocity,2025-12-03
,東村山市,東京都,東村山市,5632.0,152377.0,3.7,市,https://page.line.me/higashimurayamashi,2025-12-03
,国立市,東京都,国立市,24895.0,77038.0,32.32,市,https://page.line.me/city_kunitachi,2025-12-03
,福生市,東京都,福生市,7959.0,56186.0,14.17,市,https://page.line.me/fussacityhall,2025-12-03
,狛江市,東京都,狛江市,55597.0,83666.0,66.45,市,https://page.line.me/komaecity,2025-12-03
,東大和市,東京都,東大和市,21211.0,83496.0,25.4,市,https://page.line.me/higashiyamatocity,2025-12-03
,清瀬市,東京都,清瀬市,2113.0,76996.0,2.74,市,https://page.line.me/kiyosecity,2025-12-03
,東久留米市,東京都,東久留米市,15172.0,114659.0,13.23,市,https://page.line.me/higashikurume,2025-12-03
,武蔵村山市,東京都,武蔵村山市,16331.0,69275.0,23.57,市,https://page.line.me/mmcity,2025-12-03
,多摩市,東京都,多摩市役所,23509.0,146720.0,16.02,市,https://page.line.me/tama_city,2025-12-03
,羽村市,東京都,羽村市,7283.0,53520.0,13.61,市,https://page.line.me/hamura_city,2025-12-03
,西東京市,東京都,西東京市,16555.0,208353.0,7.95,市,https://page.line.me/nishitokyo-city,2025-12-03
,日の出町,東京都,東京都日の出町,1954.0,16210.0,12.05,町,https://page.line.me/hinode_tokyo,2025-12-03
,横浜市,神奈川県,横浜市,908089.0,3772267.0,24.07,市,https://page.line.me/cityofyokohama,2025-12-03
,川崎市,神奈川県,川崎市,63344.0,1558559.0,4.06,市,https://page.line.me/kawasakicity,2025-12-03
,相模原市,神奈川県,相模原市,55827.0,721801.0,7.73,市,https://page.line.me/sagamihara_city,2025-12-03
,横須賀市,神奈川県,横須賀市,171235.0,367015.0,46.66,市,https://page.line.me/yokosuka_official,2025-12-03
,平塚市,神奈川県,平塚市,27004.0,257783.0,10.48,市,https://page.line.me/hiratsukacity,2025-12-03
,鎌倉市,神奈川県,鎌倉市,6969.0,169530.0,4.11,市,https://page.line.me/kamakurasukusuku,2025-12-03
,藤沢市,神奈川県,藤沢市,133427.0,443496.0,30.09,市,https://page.line.me/fujisawacity,2025-12-03
,小田原市,神奈川県,小田原市,6530.0,184944.0,3.53,市,https://page.line.me/odawaracity,2025-12-03
,茅ヶ崎市,神奈川県,茅ヶ崎市,58308.0,245034.0,23.8,市,https://page.line.me/chigasakicity,2025-12-03
,逗子市,神奈川県,逗子市,18520.0,54882.0,33.75,市,https://page.line.me/zushi-city,2025-12-03
,三浦市,神奈川県,三浦市,26347.0,38811.0,67.89,市,https://page.line.me/miuracity,2025-12-03
,秦野市,神奈川県,秦野市,31454.0,159946.0,19.67,市,https://page.line.me/hadano_city,2025-12-03
,厚木市,神奈川県,厚木市,36907.0,222797.0,16.57,市,https://page.line.me/atsugi_city,2025-12-03
,大和市,神奈川県,大和市,45864.0,244822.0,18.73,市,https://page.line.me/city_yamato,2025-12-03
,伊勢原市,神奈川県,伊勢原市,27847.0,100621.0,27.68,市,https://page.line.me/isehara_city,2025-12-03
,海老名市,神奈川県,海老名市,50184.0,141451.0,35.48,市,https://page.line.me/ebinacity,2025-12-03
,座間市,神奈川県,座間市,109309.0,131890.0,82.88,市,https://page.line.me/zama_city,2025-12-03
,南足柄市,神奈川県,南足柄市,3726.0,38845.0,9.59,市,https://page.line.me/ashigara_sampo,2025-12-03
,綾瀬市,神奈川県,綾瀬市,17031.0,82703.0,20.59,市,https://page.line.me/ayase_city,2025-12-03
,葉山町,神奈川県,葉山町,13482.0,30318.0,44.47,町,https://page.line.me/hayama_official,2025-12-03
,寒川町,神奈川県,寒川町,22419.0,48209.0,46.5,町,https://page.line.me/samukawatown,2025-12-03
,大磯町,神奈川県,大磯町,1441.0,30533.0,4.72,町,https://page.line.me/oiso_town_official,2025-12-03
,二宮町,神奈川県,二宮町,6205.0,26437.0,23.47,町,https://page.line.me/ninomiyatown,2025-12-03
,中井町,神奈川県,中井町,2241.0,8834.0,25.37,町,https://page.line.me/nakaitown,2025-12-03
,大井町,神奈川県,大井町,2146.0,17127.0,12.53,町,https://page.line.me/oitown,2025-12-03
,松田町,神奈川県,松田町,3800.0,10224.0,37.17,町,https://page.line.me/matsudatown,2025-12-03
,山北町,神奈川県,山北町,1617.0,8916.0,18.14,町,https://page.line.me/yamakitatown,2025-12-03
,開成町,神奈川県,開成町,4759.0,18707.0,25.44,町,https://page.line.me/kaiseitown,2025-12-03
,箱根町,神奈川県,箱根町,4501.0,10790.0,41.71,町,https://page.line.me/hakonetown,2025-12-03
,真鶴町,神奈川県,真鶴町役場,458.0,6007.0,7.62,町,https://page.line.me/manazurutown,2025-12-03
,湯河原町,神奈川県,湯河原町,4391.0,21728.0,20.21,町,https://page.line.me/yugawara_town,2025-12-03
,愛川町,神奈川県,愛川町,2613.0,39088.0,6.68,町,https://page.line.me/aikawatown,2025-12-03
,新潟県,新潟県,新潟県,3446.0,2071066.0,0.17,都道府県,https://page.line.me/niigata.pref,2025-12-03
,新潟市,新潟県,新潟市,158449.0,760085.0,20.85,市,https://page.line.me/niigata_city,2025-12-03
,長岡市,新潟県,長岡市,94330.0,252903.0,37.3,市,https://page.line.me/nagaokacity,2025-12-03
,三条市,新潟県,三条市,20846.0,88690.0,23.5,市,https://page.line.me/sanjo-city,2025-12-03
,柏崎市,新潟県,柏崎市,21970.0,74752.0,29.39,市,https://page.line.me/kashiwazakicity,2025-12-03
,新発田市,新潟県,しばたTOMORROWライン,1921.0,89368.0,2.15,市,https://page.line.me/349exgdo,2025-12-03
,小千谷市,新潟県,小千谷市,9078.0,31534.0,28.79,市,https://page.line.me/ojiya_city,2025-12-03
,加茂市,新潟県,加茂市,4855.0,22839.0,21.26,市,https://page.line.me/niigata_kamo,2025-12-03
,十日町市,新潟県,十日町市,6222.0,44732.0,13.91,市,https://page.line.me/tokamachicity,2025-12-03
,見附市,新潟県,見附市,8693.0,36843.0,23.59,市,https://page.line.me/mitsukecity,2025-12-03
,村上市,新潟県,新潟県村上市,10841.0,51407.0,21.09,市,https://page.line.me/murakami_city,2025-12-03
,燕市,新潟県,燕市,18999.0,73742.0,25.76,市,https://page.line.me/koho-tsubame,2025-12-03
,糸魚川市,新潟県,糸魚川市,10554.0,36519.0,28.9,市,https://page.line.me/itoigawacity,2025-12-03
,妙高市,新潟県,妙高市,9630.0,27784.0,34.66,市,https://page.line.me/myokocity,2025-12-03
,五泉市,新潟県,新潟県五泉市,5323.0,43477.0,12.24,市,https://page.line.me/gosencity,2025-12-03
,上越市,新潟県,上越市,29274.0,176959.0,16.54,市,https://page.line.me/joetsu-city,2025-12-03
,阿賀野市,新潟県,阿賀野市役所,11560.0,37797.0,30.58,市,https://page.line.me/aganocity,2025-12-03
,佐渡市,新潟県,佐渡市役所,18140.0,45319.0,40.03,市,https://page.line.me/ksp2645h,2025-12-03
,魚沼市,新潟県,魚沼市,4841.0,31156.0,15.54,市,https://page.line.me/uonumacity,2025-12-03
,南魚沼市,新潟県,南魚沼市,12421.0,51140.0,24.29,市,https://page.line.me/m-uonuma,2025-12-03
,胎内市,新潟県,胎内市,1397.0,26303.0,5.31,市,https://page.line.me/tainai_city,2025-12-03
,聖籠町,新潟県,聖籠町,3863.0,14040.0,27.51,町,https://page.line.me/seirotown,2025-12-03
,弥彦村,新潟県,弥彦村,1203.0,7194.0,16.72,村,https://page.line.me/yahikomura,2025-12-03
,出雲崎町,新潟県,出雲崎町,640.0,3639.0,17.59,町,https://page.line.me/town.izumozaki,2025-12-03
,湯沢町,新潟県,湯沢町,1165.0,7482.0,15.57,町,https://page.line.me/yuzawa.town,2025-12-03
,刈羽村,新潟県,刈羽村,1342.0,4139.0,32.42,村,https://page.line.me/kariwavillage,2025-12-03
,関川村,新潟県,関川村,1541.0,4366.0,35.3,村,https://page.line.me/sekikawa_vill,2025-12-03
,粟島浦村,新潟県,粟島浦村,458.0,317.0,144.48,村,https://page.line.me/awashima,2025-12-03
,富山県,富山県,富山県,22751.0,986224.0,2.31,都道府県,https://page.line.me/toyamaken,2025-12-03
,富山市,富山県,富山市,80239.0,401456.0,19.99,市,https://page.line.me/toyama_city,2025-12-03
,高岡市,富山県,高岡市,116092.0,158693.0,73.16,市,https://page.line.me/takaoka.city,2025-12-03
,魚津市,富山県,魚津市,17369.0,37368.0,46.48,市,https://page.line.me/uozucity,2025-12-03
,氷見市,富山県,氷見市,17496.0,39247.0,44.58,市,https://page.line.me/himicity,2025-12-03
,滑川市,富山県,滑川市,7988.0,31543.0,25.32,市,https://page.line.me/namerikawa-city,2025-12-03
,黒部市,富山県,黒部市,7595.0,37639.0,20.18,市,https://page.line.me/kurobe.city,2025-12-03
,砺波市,富山県,砺波市,4587.0,46395.0,9.89,市,https://page.line.me/tonami_city,2025-12-03
,小矢部市,富山県,小矢部市,4617.0,26863.0,17.19,市,https://page.line.me/city.oyabe,2025-12-03
,南砺市,富山県,南砺市,3273.0,43641.0,7.5,市,https://page.line.me/nantocity,2025-12-03
,射水市,富山県,射水市,82149.0,87920.0,93.44,市,https://page.line.me/imizu_city,2025-12-03
,上市町,富山県,上市町,4769.0,17645.0,27.03,町,https://page.line.me/kamiichitown,2025-12-03
,立山町,富山県,富山県立山町,11567.0,23409.0,49.41,町,https://page.line.me/tateyamatown,2025-12-03
,入善町,富山県,入善町,4841.0,21544.0,22.47,町,https://page.line.me/nyuzen,2025-12-03
,朝日町,富山県,富山県朝日町,4722.0,9616.0,49.11,町,https://page.line.me/toyama-asahi,2025-12-03
,石川県,石川県,石川県,100928.0,1089858.0,9.26,都道府県,https://page.line.me/ishikawaken,2025-12-03
,金沢市,石川県,金沢市,233144.0,454163.0,51.33,市,https://page.line.me/cityofkanazawa,2025-12-03
,七尾市,石川県,七尾市,29192.0,44555.0,65.52,市,https://page.line.me/nanao.city,2025-12-03
,小松市,石川県,小松市,28772.0,103332.0,27.84,市,https://page.line.me/komatsu-city,2025-12-03
,輪島市,石川県,輪島市,20179.0,18708.0,107.86,市,https://page.line.me/wajimashi,2025-12-03
,珠洲市,石川県,珠洲市,13111.0,9812.0,133.62,市,https://page.line.me/suzucity,2025-12-03
,加賀市,石川県,加賀市役所　Kaga City,6295.0,58747.0,10.72,市,https://page.line.me/kaga-city,2025-12-03
,羽咋市,石川県,羽咋市,8013.0,18759.0,42.72,市,https://page.line.me/hakuishi,2025-12-03
,かほく市,石川県,かほく市,10578.0,35517.0,29.78,市,https://page.line.me/kahoku-city,2025-12-03
,白山市,石川県,白山市,34466.0,109024.0,31.61,市,https://page.line.me/city.hakusan,2025-12-03
,能美市,石川県,能美市,16575.0,48260.0,34.35,市,https://page.line.me/nomicity,2025-12-03
,野々市市,石川県,野々市市,5690.0,58560.0,9.72,市,https://page.line.me/nonoichicity,2025-12-03
,川北町,石川県,川北町,3342.0,6023.0,55.49,町,https://page.line.me/kawakita_town,2025-12-03
,津幡町,石川県,石川県津幡町,15995.0,36880.0,43.37,町,https://page.line.me/tsubata-town,2025-12-03
,内灘町,石川県,内灘町,8425.0,25507.0,33.03,町,https://page.line.me/uchinada-town,2025-12-03
,志賀町,石川県,志賀町,12435.0,16219.0,76.67,町,https://page.line.me/shikatown,2025-12-03
,宝達志水町,石川県,宝達志水町,3631.0,10986.0,33.05,町,https://page.line.me/hodatsushimizu,2025-12-03
,中能登町,石川県,中能登町,4053.0,15164.0,26.73,町,https://page.line.me/nakanoto,2025-12-03
,穴水町,石川県,穴水町,2044.0,6655.0,30.71,町,https://page.line.me/town.anamizu,2025-12-03
,能登町,石川県,能登町,8134.0,12987.0,62.63,町,https://page.line.me/noto.town,2025-12-03
,福井県,福井県,福井県,26255.0,731805.0,3.59,都道府県,https://page.line.me/fukui-pref,2025-12-03
,福井市,福井県,福井市,20632.0,252733.0,8.16,市,https://page.line.me/fukuicity,2025-12-03
,敦賀市,福井県,敦賀市,8777.0,60955.0,14.4,市,https://page.line.me/tsurugacity,2025-12-03
,小浜市,福井県,小浜市,2346.0,27266.0,8.6,市,https://page.line.me/obama-city,2025-12-03
,大野市,福井県,大野市,9754.0,28165.0,34.63,市,https://page.line.me/ono-city,2025-12-03
,勝山市,福井県,勝山市,11563.0,20253.0,57.09,市,https://page.line.me/katsuyamacity,2025-12-03
,鯖江市,福井県,鯖江市役所,55051.0,67035.0,82.12,市,https://page.line.me/sabaecity,2025-12-03
,あわら市,福井県,あわら市,4866.0,25847.0,18.83,市,https://page.line.me/awara_city,2025-12-03
,越前市,福井県,越前市,11741.0,78312.0,14.99,市,https://page.line.me/lineechizen,2025-12-03
,坂井市,福井県,福井県坂井市,13257.0,85464.0,15.51,市,https://page.line.me/fukui_sakai_city,2025-12-03
,永平寺町,福井県,永平寺町役場,5144.0,18140.0,28.36,町,https://page.line.me/eiheiji-town,2025-12-03
,越前町,福井県,越前市,2465.0,18621.0,13.24,町,https://page.line.me/echizentown,2025-12-03
,美浜町,福井県,福井県美浜町,785.0,8409.0,9.34,町,https://page.line.me/mihama_fukui,2025-12-03
,若狭町,福井県,若狭町役場,4652.0,12682.0,36.68,町,https://page.line.me/wakasa-town,2025-12-03
,山梨県,山梨県,山梨県,37702.0,783870.0,4.81,都道府県,https://page.line.me/yamanashipref,2025-12-03
,甲府市,山梨県,甲府市,24663.0,185005.0,13.33,市,https://page.line.me/kofu_city,2025-12-03
,富士吉田市,山梨県,富士吉田市,3811.0,44211.0,8.62,市,https://page.line.me/fujiyoshidashi,2025-12-03
,都留市,山梨県,山梨県都留市,12581.0,29236.0,43.03,市,https://page.line.me/tsuru.city,2025-12-03
,山梨市,山梨県,山梨県山梨市,2875.0,31525.0,9.12,市,https://page.line.me/yamanashicity,2025-12-03
,大月市,山梨県,大月市,9860.0,20219.0,48.77,市,https://page.line.me/otsuki_city,2025-12-03
,韮崎市,山梨県,韮崎市,13763.0,27673.0,49.73,市,https://page.line.me/nirasaki.city,2025-12-03
,南アルプス市,山梨県,南アルプス市,5573.0,69800.0,7.98,市,https://page.line.me/minamialps_city,2025-12-03
,北杜市,山梨県,北杜市,7957.0,42628.0,18.67,市,https://page.line.me/hokutocity,2025-12-03
,甲斐市,山梨県,甲斐市役所,18412.0,75594.0,24.36,市,https://page.line.me/kaicityoffice,2025-12-03
,笛吹市,山梨県,山梨県笛吹市,4183.0,64764.0,6.46,市,https://page.line.me/fuefukicity,2025-12-03
,上野原市,山梨県,上野原市,6435.0,20855.0,30.86,市,https://page.line.me/uenohara_city,2025-12-03
,甲州市,山梨県,甲州市役所,1857.0,27151.0,6.84,市,https://page.line.me/koshucity,2025-12-03
,中央市,山梨県,山梨県中央市,2457.0,30728.0,8.0,市,https://page.line.me/chuocityoffice,2025-12-03
,市川三郷町,山梨県,市川三郷町,3320.0,13434.0,24.71,町,https://page.line.me/ichikawamisatotown,2025-12-03
,富士川町,山梨県,富士川町,7983.0,13267.0,60.17,町,https://page.line.me/fujikawatown,2025-12-03
,昭和町,山梨県,昭和町,1658.0,21766.0,7.62,町,https://page.line.me/showa_town,2025-12-03
,忍野村,山梨県,忍野村,2266.0,9227.0,24.56,村,https://page.line.me/oshino,2025-12-03
,富士河口湖町,山梨県,富士河口湖町,3829.0,26605.0,14.39,町,https://page.line.me/fujikawaguchiko,2025-12-03
,小菅村,山梨県,小菅村,887.0,589.0,150.59,村,https://page.line.me/vill-kosuge,2025-12-03
,長野県,長野県,長野県,151269.0,1971450.0,7.67,都道府県,https://page.line.me/nagano.pref,2025-12-03
,長野市,長野県,長野市,33454.0,358783.0,9.32,市,https://page.line.me/naganocity,2025-12-03
,松本市,長野県,Matsumoto city/松本市,94836.0,235639.0,40.25,市,https://page.line.me/matsumoto_city,2025-12-03
,上田市,長野県,上田市,19739.0,149227.0,13.23,市,https://page.line.me/uedacity,2025-12-03
,岡谷市,長野県,岡谷市,6401.0,44723.0,14.31,市,https://page.line.me/okayacity,2025-12-03
,飯田市,長野県,飯田市,9416.0,92252.0,10.21,市,https://page.line.me/iida.city,2025-12-03
,諏訪市,長野県,諏訪市,16943.0,46627.0,36.34,市,https://page.line.me/suwacity,2025-12-03
,須坂市,長野県,須坂市,4587.0,48097.0,9.54,市,https://page.line.me/suzakacity,2025-12-03
,小諸市,長野県,小諸市,8326.0,40102.0,20.76,市,https://page.line.me/komorocity,2025-12-03
,伊那市,長野県,長野県伊那市,10344.0,63489.0,16.29,市,https://page.line.me/174kij,2025-12-03
,駒ヶ根市,長野県,駒ヶ根市,10401.0,30911.0,33.65,市,https://page.line.me/komaganecity,2025-12-03
,中野市,長野県,中野市,11621.0,40085.0,28.99,市,https://page.line.me/nakano.20211,2025-12-03
,大町市,長野県,長野県大町市,1990.0,24202.0,8.22,市,https://page.line.me/omachi_nagano,2025-12-03
,飯山市,長野県,飯山市,6424.0,17571.0,36.56,市,https://page.line.me/iiyama_city,2025-12-03
,茅野市,長野県,茅野市,12256.0,54858.0,22.34,市,https://page.line.me/chinocity,2025-12-03
,塩尻市,長野県,塩尻市,30597.0,65423.0,46.77,市,https://page.line.me/shiojiricity,2025-12-03
,佐久市,長野県,佐久市,36720.0,96694.0,37.98,市,https://page.line.me/sakucity,2025-12-03
,千曲市,長野県,千曲市,3711.0,57255.0,6.48,市,https://page.line.me/chikuma_city,2025-12-03
,東御市,長野県,東御市,14597.0,28827.0,50.64,市,https://page.line.me/tomicity,2025-12-03
,安曇野市,長野県,安曇野市,48720.0,92409.0,52.72,市,https://page.line.me/157qdsuh,2025-12-03
,小海町,長野県,小海町,167.0,4034.0,4.14,町,https://page.line.me/koumi-town,2025-12-03
,川上村,長野県,長野県川上村,872.0,4553.0,19.15,村,https://page.line.me/kawakami_vill,2025-12-03
,南相木村,長野県,長野県南相木村,333.0,877.0,37.97,村,https://page.line.me/maiki2121,2025-12-03
,佐久穂町,長野県,佐久穂町,2804.0,9566.0,29.31,町,https://page.line.me/sakuho_city,2025-12-03
,軽井沢町,長野県,長野県軽井沢町,6348.0,20031.0,31.69,町,https://page.line.me/karuizawa_town,2025-12-03
,御代田町,長野県,御代田町,5283.0,16537.0,31.95,町,https://page.line.me/miyotamachi,2025-12-03
,富士見町,長野県,長野県富士見町,3346.0,13710.0,24.41,町,https://page.line.me/fujimi-town,2025-12-03
,原村,長野県,長野県原村役場,2059.0,7700.0,26.74,村,https://page.line.me/haramura,2025-12-03
,辰野町,長野県,辰野町,4541.0,17136.0,26.5,町,https://page.line.me/tatsunomachi,2025-12-03
,箕輪町,長野県,箕輪町,1528.0,24363.0,6.27,町,https://page.line.me/minowa_town,2025-12-03
,飯島町,長野県,飯島町,1796.0,8502.0,21.12,町,https://page.line.me/nagano_iijima,2025-12-03
,南箕輪村,長野県,南箕輪村,2859.0,16095.0,17.76,村,https://page.line.me/vill.minamiminowa,2025-12-03
,中川村,長野県,長野県中川村,1732.0,4390.0,39.45,村,https://page.line.me/nakagawamura,2025-12-03
,宮田村,長野県,長野県宮田村,1828.0,8321.0,21.97,村,https://page.line.me/miyada-village,2025-12-03
,松川町,長野県,松川町,2406.0,11853.0,20.3,町,https://page.line.me/matsukawa_town,2025-12-03
,高森町,長野県,長野県高森町,4855.0,12393.0,39.18,町,https://page.line.me/takamori_town,2025-12-03
,阿智村,長野県,長野県阿智村,839.0,5693.0,14.74,村,https://page.line.me/achi.vill.lg.jp,2025-12-03
,天龍村,長野県,天龍村,214.0,941.0,22.74,村,https://page.line.me/yfk2450c,2025-12-03
,喬木村,長野県,喬木村,1896.0,5529.0,34.29,村,https://page.line.me/takagimura,2025-12-03
,豊丘村,長野県,長野県　豊丘村,819.0,6156.0,13.3,村,https://page.line.me/xat.0000174933.21x,2025-12-03
,上松町,長野県,上松町,632.0,3683.0,17.16,町,https://page.line.me/agematsumachi,2025-12-03
,木祖村,長野県,木祖村役場,793.0,2375.0,33.39,村,https://page.line.me/kiso-village,2025-12-03
,王滝村,長野県,王滝村役場,161.0,631.0,25.52,村,https://page.line.me/otaki,2025-12-03
,大桑村,長野県,大桑村,1178.0,3006.0,39.19,村,https://page.line.me/ookuwavill,2025-12-03
,木曽町,長野県,木曽町役場,4596.0,9567.0,48.04,町,https://page.line.me/kiso-town,2025-12-03
,生坂村,長野県,長野県生坂村,594.0,1502.0,39.55,村,https://page.line.me/ikusaka,2025-12-03
,山形村,長野県,山形村,2543.0,8175.0,31.11,村,https://page.line.me/yamagatamura,2025-12-03
,朝日村,長野県,長野県　朝日村,1991.0,3984.0,49.97,村,https://page.line.me/asahi-vill,2025-12-03
,池田町,長野県,池田町,1875.0,8714.0,21.52,町,https://page.line.me/shinsyuikeda,2025-12-03
,白馬村,長野県,白馬村,3950.0,8271.0,47.76,村,https://page.line.me/hakubavillage,2025-12-03
,小谷村,長野県,小谷村,1286.0,2413.0,53.29,村,https://page.line.me/663eulgb,2025-12-03
,小布施町,長野県,小布施町,3667.0,10541.0,34.79,町,https://page.line.me/townobuse,2025-12-03
,高山村,長野県,長野県高山村,291.0,6111.0,4.76,村,https://page.line.me/takayama_nagano,2025-12-03
,山ノ内町,長野県,長野県山ノ内町,6033.0,10345.0,58.32,町,https://page.line.me/town.yamanouchi,2025-12-03
,木島平村,長野県,木島平村,2129.0,3965.0,53.69,村,https://page.line.me/kijimadaira,2025-12-03
,野沢温泉村,長野県,野沢温泉村,1107.0,2999.0,36.91,村,https://page.line.me/nozawaonsen,2025-12-03
,信濃町,長野県,長野県信濃町,1373.0,7034.0,19.52,町,https://page.line.me/town_shinano,2025-12-03
,栄村,長野県,長野県 栄村,693.0,1419.0,48.84,村,https://page.line.me/sakaevill,2025-12-03
,岐阜県,岐阜県,岐阜県,15831.0,1897133.0,0.83,都道府県,https://page.line.me/gifugifu,2025-12-03
,岐阜市,岐阜県,岐阜市役所,40157.0,392299.0,10.24,市,https://page.line.me/gifucity,2025-12-03
,大垣市,岐阜県,大垣市,30201.0,153672.0,19.65,市,https://page.line.me/ogaki.city,2025-12-03
,高山市,岐阜県,高山市,19813.0,79519.0,24.92,市,https://page.line.me/takayama,2025-12-03
,多治見市,岐阜県,多治見市,1500.0,101064.0,1.48,市,https://page.line.me/tajimi_official,2025-12-03
,関市,岐阜県,関市,17469.0,81207.0,21.51,市,https://page.line.me/seki_city,2025-12-03
,中津川市,岐阜県,中津川市,19524.0,71786.0,27.2,市,https://page.line.me/gifunakatsu,2025-12-03
,美濃市,岐阜県,岐阜県美濃市,4434.0,17783.0,24.93,市,https://page.line.me/minocity,2025-12-03
,瑞浪市,岐阜県,瑞浪市,5842.0,35018.0,16.68,市,https://page.line.me/mizunami-city,2025-12-03
,羽島市,岐阜県,羽島市,10509.0,64318.0,16.34,市,https://page.line.me/hashimacity,2025-12-03
